,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
3841,CATAMARCA,Ancasti,La Majada,--,--,--,--,--,--,--,--,--
3842,CATAMARCA,Andalgalá,Aconquija,--,--,--,--,SI,SI,--,--,SI
3843,CATAMARCA,Andalgalá,Alto De Las Juntas,--,--,--,--,--,--,--,--,--
3844,CATAMARCA,Andalgalá,Amanao,--,--,--,--,--,SI,--,--,--
3845,CATAMARCA,Andalgalá,Andalgalá,SI,--,--,SI,SI,SI,SI,SI,SI
3846,CATAMARCA,Andalgalá,Buena Vista,--,--,--,--,--,--,--,--,--
3847,CATAMARCA,Andalgalá,Chaquiago,--,--,--,SI,--,--,--,SI,SI
3848,CATAMARCA,Andalgalá,Choya,--,--,--,--,--,--,--,--,--
3849,CATAMARCA,Andalgalá,El Alamito,--,--,--,--,--,--,--,SI,--
3850,CATAMARCA,Andalgalá,El Lindero,--,--,--,--,--,--,SI,--,--
3851,CATAMARCA,Andalgalá,El Potrero,--,--,--,SI,--,--,--,--,--
3852,CATAMARCA,Andalgalá,La Aguada,--,--,--,SI,--,--,--,SI,--
3853,CATAMARCA,Andalgalá,La Mesada,--,--,--,SI,--,--,--,--,--
3854,CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,--,--,--,--,SI,--,SI,--,SI
3855,CATAMARCA,Antofagasta de la Sierra,Antofalla,--,--,--,--,--,--,--,--,--
3856,CATAMARCA,Antofagasta de la Sierra,El Peñón,--,--,--,--,--,--,--,--,--
3857,CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,--,--,--,--,--,--,--,--,--
3858,CATAMARCA,Belén,Barranca Larga,--,--,--,--,--,--,--,--,--
3859,CATAMARCA,Belén,Belén,--,--,--,--,SI,SI,SI,SI,SI
3860,CATAMARCA,Belén,Cóndor Huasi,--,--,--,--,--,--,--,--,--
3861,CATAMARCA,Belén,Corral Quemado,--,--,--,--,--,--,--,--,--
3862,CATAMARCA,Belén,El Durazno,--,--,--,--,--,--,--,--,SI
3863,CATAMARCA,Belén,Farallón Negro,--,--,--,--,SI,--,SI,--,--
3864,CATAMARCA,Belén,Hualfín,--,--,--,--,SI,--,--,--,SI
3865,CATAMARCA,Belén,Jacipunco,--,--,--,--,--,--,--,--,--
3866,CATAMARCA,Belén,La Puntilla,--,--,--,--,--,--,--,--,--
3867,CATAMARCA,Belén,Las Juntas,--,--,--,--,--,--,--,SI,--
